nid,source,id,vis,data_binding
703,emoVis-6,TIM截图20200629194918.png,block chart,unit to quantity
704,emoVis-6,TIM截图20200629194940.png,block chart,unit to quantity
705,emoVis-6,TIM截图20200629194951.png,block chart,unit to quantity
706,emoVis-6,TIM截图20200629195018.png,block chart,unit to proportion
707,emoVis-6,TIM截图20200629195137.png,bar chart,height to quantity
708,emoVis-6,TIM截图20200629195505.png,block chart,height filled with color to proportion
709,emoVis-6,TIM截图20200629195518.png,area,area to quantity
710,emoVis-6,TIM截图20200629195530.png,circle,semantics (combined with color) to category
711,emoVis-6,TIM截图20200629195743.png,block chart,height filled with color to proportion
712,emoVis-6,TIM截图20200629195805.png,circle,semantics (combined with color) to category
713,emoVis-6,TIM截图20200629200054.png,block chart,unit to proportion
714,emoVis-6,TIM截图20200629200103.png,block chart,unit filled with color to proportion
715,emoVis-6,TIM截图20200629200110.png,block chart,height filled with color to proportion
716,emoVis-6,TIM截图20200629200202.png,block chart,height filled with color to proportion
717,emoVis-6,TIM截图20200629200224.png,area,area to quantity
718,emoVis-6,TIM截图20200629200247.png,block chart,unit to quantity
719,emoVis-6,TIM截图20200629200255.png,block chart,unit to quantity
720,emoVis-6,TIM截图20200629200301.png,block chart,unit to quantity
721,emoVis-6,TIM截图20200629200309.png,block chart,unit to quantity
722,emoVis-6,TIM截图20200629200438.png,block chart,unit to proportion
723,emoVis-6,TIM截图20200629200449.png,block chart,unit to proportion
724,emoVis-6,TIM截图20200629200454.png,block chart,unit to proportion
725,emoVis-6,TIM截图20200629200501.png,block chart,unit to proportion
726,emoVis-6,TIM截图20200629200620.png,line chart,semantics (combined with color) to category
727,emoVis-6,TIM截图20200629200656.png,circle,area to quantity
728,emoVis-6,TIM截图20200629200701.png,block chart,unit to quantity
729,emoVis-6,TIM截图20200629200754.png,circle,semantics (combined with color) to category
730,emoVis-6,TIM截图20200629200927.png,number,semantics (combined with color) to category
731,emoVis-6,TIM截图20200629200937.png,number,semantics (combined with color) to category
732,emoVis-6,TIM截图20200629200942.png,block chart,unit to proportion
733,emoVis-6,TIM截图20200629200946.png,number,semantics (combined with color) to category
734,emoVis-6,TIM截图20200629201102.png,block chart,unit filled with color to proportion
735,emoVis-6,TIM截图20200629201154.png,block chart,unit to proportion
736,emoVis-6,TIM截图20200629201427.png,block chart,unit to proportion
737,emoVis-6,TIM截图20200629201432.png,block chart,unit filled with color to proportion
738,emoVis-6,TIM截图20200629201438.png,block chart,unit to proportion
739,emoVis-6,TIM截图20200629201444.png,bar chart,height to quantity
740,emoVis-6,TIM截图20200629201448.png,block chart,unit filled with color to proportion
741,emoVis-6,TIM截图20200629201519.png,bar chart,height to quantity
742,emoVis-6,TIM截图20200629201629.png,block chart,unit to quantity
743,emoVis-6,TIM截图20200629201635.png,bar chart,area to quantity
744,emoVis-6,TIM截图20200629201640.png,bar chart,height filled with color to proportion
745,emoVis-6,TIM截图20200629201647.png,area,area to quantity
746,emoVis-6,TIM截图20200629201659.png,block chart,unit to quantity
747,emoVis-6,TIM截图20200629201803.png,bar chart,semantics (combined with color) to category
748,emoVis-7,pic505.png,bar chart,height to quantity
749,emoVis-7,pic525.png,block chart,unit filled with color to proportion
750,emoVis-7,pic544.png,block chart,unit filled with color to proportion
751,emoVis-7,pic583.png,block chart,unit filled with color to proportion
752,emoVis-7,pic611.png,bar chart,height to quantity
753,emoVis-7,pic662.png,bar chart,semantics (combined with color) to category
754,emoVis-7,pic686.png,block chart,height filled with color to proportion
755,emoVis-7,pic763.png,block chart,height filled with color to proportion
756,emoVis-7,pic767.png,bar chart,height to quantity
757,emoVis-7,pic780.png,map,semantics (combined with color) to category
758,emoVis-7,TIM截图20200630143429.png,bar chart,height to quantity
759,emoVis-7,TIM截图20200630143435.png,bar chart,height filled with color to proportion
760,emoVis-7,TIM截图20200630143442.png,block chart,unit to quantity
761,emoVis-7,TIM截图20200630143448.png,number,semantics (combined with color) to category
762,emoVis-7,TIM截图20200630143455.png,line chart,semantics (combined with color) to category
763,emoVis-7,TIM截图20200630143501.png,bar chart,area to quantity
764,emoVis-7,TIM截图20200630144622.png,line chart,semantics (combined with color) to category
765,emoVis-7,TIM截图20200630144628.png,block chart,unit to quantity
766,emoVis-7,TIM截图20200630145057.png,block chart,unit to proportion
767,emoVis-7,TIM截图20200630145441.png,bar chart,semantics (combined with color) to category
768,emoVis-7,TIM截图20200630150351.png,bar chart,area to quantity
769,emoVis-7,TIM截图20200630150409.png,block chart,height filled with color to proportion
770,emoVis-7,TIM截图20200630150423.png,bar chart,area to quantity
771,emoVis-7,TIM截图20200630150610.png,bar chart,semantics (combined with color) to category
772,emoVis-7,TIM截图20200630150713.png,block chart,unit to quantity
773,emoVis-7,TIM截图20200630150728.png,block chart,unit to quantity
774,emoVis-7,TIM截图20200630150752.png,block chart,unit to quantity
775,emoVis-7,TIM截图20200630150805.png,bar chart,area to quantity
776,emoVis-7,TIM截图20200630150916.png,bar chart,unit to quantity
777,emoVis-7,TIM截图20200630151222.png,block chart,unit filled with color to proportion
778,emoVis-7,TIM截图20200630151430.png,block chart,unit to proportion
779,emoVis-7,TIM截图20200630151503.png,number,semantics (combined with color) to category
780,emoVis-7,TIM截图20200630151532.png,block chart,unit filled with color to proportion
781,emoVis-7,TIM截图20200630151626.png,bar chart,semantics (combined with color) to category
782,emoVis-7,TIM截图20200630151714.png,block chart,unit filled with color to proportion
783,emoVis-7,TIM截图20200630151719.png,block chart,unit filled with color to proportion
784,emoVis-7,TIM截图20200630151929.png,bar chart,height to quantity
785,emoVis-7,TIM截图20200630152002.png,bar chart,area to quantity
786,emoVis-7,TIM截图20200630152124.png,circle,semantics (combined with color) to category
787,emoVis-7,TIM截图20200630152136.png,bar chart,semantics (combined with color) to category
788,emoVis-7,TIM截图20200630152318.png,block chart,height to quantity
789,emoVis-7,TIM截图20200630152328.png,block chart,height to quantity
790,emoVis-7,TIM截图20200630152340.png,block chart,height to quantity
791,emoVis-7,TIM截图20200630152516.png,block chart,unit to proportion
792,emoVis-7,TIM截图20200630152526.png,number,height to quantity
793,emoVis-7,TIM截图20200630152534.png,bar chart,area to quantity
794,emoVis-7,TIM截图20200630152638.png,block chart,unit to quantity
795,emoVis-7,TIM截图20200630152722.png,circle,semantics (combined with color) to category
796,emoVis-7,TIM截图20200630152756.png,block chart,unit to quantity
797,emoVis-7,TIM截图20200630152805.png,bar chart,area to quantity
798,emoVis-7,TIM截图20200630152810.png,block chart,unit to quantity
799,emoVis-7,TIM截图20200630152826.png,block chart,unit to quantity
800,emoVis-7,TIM截图20200630152842.png,bar chart,unit filled with color to proportion
801,emoVis-7,TIM截图20200630152931.png,number,semantics (combined with color) to category
802,emoVis-7,TIM截图20200630152958.png,circle,semantics (combined with color) to category
803,emoVis-7,TIM截图20200630153103.png,block chart,unit filled with color to proportion
804,emoVis-7,TIM截图20200630153146.png,block chart,semantics (combined with color) to category
805,emoVis-7,TIM截图20200630153652.png,bar chart,area to quantity
806,emoVis-7,TIM截图20200630153806.png,circle,semantics (combined with color) to category
807,emoVis-7,TIM截图20200630153825.png,bar chart,semantics (combined with color) to category
808,emoVis-7,TIM截图20200630153922.png,bar chart,area to quantity
809,emoVis-7,TIM截图20200630153936.png,block chart,unit to quantity
810,emoVis-7,TIM截图20200630154046.png,bar chart,semantics (combined with color) to category
811,emoVis-7,TIM截图20200630154140.png,bar chart,height filled with color to proportion
812,emoVis-7,TIM截图20200630154209.png,block chart,unit to proportion
813,emoVis-7,TIM截图20200630154215.png,block chart,unit to proportion
814,emoVis-7,TIM截图20200630154222.png,bar chart,height filled with color to proportion
815,emoVis-7,TIM截图20200630154230.png,bar chart,height filled with color to proportion
816,emoVis-7,TIM截图20200630154235.png,bar chart,height filled with color to proportion
817,emoVis-7,TIM截图20200630154322.png,block chart,semantics (combined with color) to category
818,emoVis-7,TIM截图20200630154634.png,block chart,height to quantity
819,emoVis-7,TIM截图20200630154644.png,bar chart,height filled with color to proportion
820,emoVis-7,TIM截图20200630154806.png,block chart,unit to proportion
821,emoVis-7,TIM截图20200630155021.png,block chart,unit to quantity
822,emoVis-7,TIM截图20200630155045.png,block chart,unit to quantity
823,emoVis-7,TIM截图20200630155110.png,block chart,unit to quantity
824,emoVis-7,TIM截图20200630155229.png,block chart,unit to proportion
825,emoVis-7,TIM截图20200630155239.png,area,semantics (combined with color) to category
826,emoVis-7,TIM截图20200630155418.png,block chart,height filled with color to proportion
827,emoVis-7,TIM截图20200630155437.png,block chart,height to quantity
828,emoVis-7,TIM截图20200630155658.png,area,area to quantity
829,emoVis-7,TIM截图20200630155901.png,block chart,unit to quantity
830,emoVis-7,TIM截图20200630155929.png,bar chart,semantics (combined with color) to category
831,emoVis-7,TIM截图20200630155952.png,block chart,unit to quantity
832,emoVis-7,TIM截图20200630160129.png,block chart,unit to proportion
833,emoVis-7,TIM截图20200630160222.png,block chart,unit to proportion
834,emoVis-7,TIM截图20200630160226.png,block chart,unit to proportion
835,emoVis-7,TIM截图20200630160230.png,area,area to quantity
836,emoVis-7,TIM截图20200630160235.png,block chart,unit to proportion
837,emoVis-7,TIM截图20200630160300.png,bar chart,semantics (combined with color) to category
838,emoVis-7,TIM截图20200630160315.png,area,area to quantity
839,emoVis-7,TIM截图20200630160324.png,block chart,unit to proportion
840,pictogram数据集569张,2018-holiday-survey-of-consumers-1600x.png,block chart,unit to proportion
841,pictogram数据集569张,309.jpg,bar chart,semantics (combined with color) to category
842,pictogram数据集569张,4.png,block chart,unit to proportion
843,pictogram数据集569张,402.png,block chart,height filled with color to proportion
844,pictogram数据集569张,479.png,block chart,unit filled with color to proportion
845,pictogram数据集569张,726.jpg,bar chart,height to quantity
846,pictogram数据集569张,american-public-opinion-trumps-the-border-wall-1600x.png,block chart,unit to proportion
847,pictogram数据集569张,Barrie Population.png,area,area to quantity
848,pictogram数据集569张,DVP_101_200-45.png,bar chart,height to quantity
849,pictogram数据集569张,DVP_101_200-51.png,area,area to quantity
850,pictogram数据集569张,DVP_1_100-53.png,block chart,height filled with color to proportion
851,pictogram数据集569张,DVP_1_100-54.png,block chart,height filled with color to proportion
852,pictogram数据集569张,example-excel-pictograph.png,bar chart,unit to quantity
853,pictogram数据集569张,fortune-500-ceos-2018-1600x.png,block chart,unit to proportion
854,pictogram数据集569张,Germans-world-travel-champs-1600x.png,block chart,unit to proportion
855,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-2007-Top-10-Countries-by-Military-Expenditure-PPP.png,bar chart,unit to quantity
856,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-2007-Top-10-Countries-by-Military-Expenditure-PPP42.png,bar chart,unit to quantity
857,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-A-Graph-to-Show-the-Increse-in-Subscibers-on-YouTube-to-Anonymous-videos.png,bar chart,unit to proportion
858,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Academic-Costs-For-Residents-2015-16.png,bar chart,unit to quantity
859,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Average-Energy-Prices-For-Manufacturers (1).png,bar chart,unit filled with color to proportion
860,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Barrie-Population82.png,bar chart,unit to quantity
861,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Cities-With-The-Most-Skyscrapers (1).png,bar chart,unit to quantity
862,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Computer-And-Internet-Use-At-Home-Over-Time (1).png,bar chart,unit to proportion
863,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Manufacturing-In-America.png,bar chart,height to quantity
864,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Peru-Wheat-Area-And-Production (1).png,bar chart,unit to quantity
865,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Picture-Graph.png,bar chart,height to quantity
866,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Population-Growth-by-Continent-2010-2013.png,area,area to quantity
867,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Production-Of-Biofuels (1).png,block chart,unit to proportion
868,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Regional-Population-Growth-From-2010-To-2016.png,area,area to quantity
869,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-The-Increse-In-Subscibers-On-YouTube-To-Anonymous-Videos.png,bar chart,unit to proportion
870,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Total-Value-of-Manufacturers-shipments.png,bar chart,height to quantity
871,pictogram数据集569张,Graphs-and-Charts-Picture-Graphs-Unemployment-Rates-Of-Persons-25-Years-Old-And-Over.png,bar chart,unit to proportion
872,pictogram数据集569张,how-s-life-in-sweden-1600x.png,block chart,unit to quantity
873,pictogram数据集569张,images (3).png,block chart,height filled with color to proportion
874,pictogram数据集569张,images(4).png,bar chart,unit to proportion
875,pictogram数据集569张,IMG_0035(20200115-225530).JPG,block chart,semantics (combined with color) to category
876,pictogram数据集569张,IMG_0036(20200115-230017).JPG,block chart,unit to quantity
877,pictogram数据集569张,pictograph.png,block chart,unit to proportion
878,pictogram数据集569张,romania-the-most-religious-out-of-34-european-contries-1600x.png,block chart,unit to proportion
879,pictogram数据集569张,Sample-Infographics-Computer-and-Internet-Use-in-the-United-States.png,area,area to quantity
880,pictogram数据集569张,Sample-Infographics-World-Population-Infographics.png,block chart,unit filled with color to proportion
881,pictogram数据集569张,Sample-Pictorial-Chart-Small-Business-Statistics-UK-2013.png,number,semantics (combined with color) to category
882,pictogram数据集569张,TIM截图20200302124924.png,bar chart,unit to quantity
883,pictogram数据集569张,TIM截图20200313165038.png,area,area to quantity
884,pictogram数据集569张,TIM截图20200313165059.png,area,area to quantity
885,pictogram数据集569张,TIM截图20200313165134.png,area,area to quantity
886,pictogram数据集569张,TIM截图20200313165144.png,area,area to quantity
887,pictogram数据集569张,TIM截图20200313165204.png,area,area to quantity
888,pictogram数据集569张,TIM截图20200313165401.png,block chart,unit filled with color to proportion
889,pictogram数据集569张,TIM截图20200313165423.png,block chart,unit filled with color to proportion
890,pictogram数据集569张,TIM截图20200313165645.png,area,area to quantity
891,pictogram数据集569张,TIM截图20200313165701.png,block chart,unit to proportion
892,pictogram数据集569张,TIM截图20200313170221.png,block chart,unit filled with color to proportion
893,pictogram数据集569张,TIM截图20200313170257.png,number,semantics (combined with color) to category
894,pictogram数据集569张,TIM截图20200313170320.png,number,semantics (combined with color) to category
895,pictogram数据集569张,TIM截图20200313170606.png,block chart,unit to proportion
896,pictogram数据集569张,TIM截图20200313170710 autumn.png,block chart,unit filled with color to proportion
897,pictogram数据集569张,TIM截图20200313170745.png,number,semantics (combined with color) to category
898,pictogram数据集569张,TIM截图20200313170949.png,block chart,unit to proportion
899,pictogram数据集569张,TIM截图20200313171929.png,block chart,unit filled with color to proportion
900,pictogram数据集569张,TIM截图20200313210332.png,number,semantics (combined with color) to category
901,pictogram数据集569张,TIM截图20200313210347.png,bar chart,height to quantity
902,pictogram数据集569张,TIM截图20200313212441.png,block chart,unit to proportion
903,pictogram数据集569张,TIM截图20200323110208.png,block chart,unit to proportion
904,pictogram数据集569张,TIM截图20200323110225.png,number,semantics (combined with color) to category
905,pictogram数据集569张,TIM截图20200323110251.png,block chart,unit to proportion
906,pictogram数据集569张,TIM截图20200323110306.png,number,semantics (combined with color) to category
907,pictogram数据集569张,TIM截图20200323110319.png,number,semantics (combined with color) to category
908,pictogram数据集569张,TIM截图20200323110331.png,block chart,unit to quantity
909,pictogram数据集569张,TIM截图20200323114756.png,number,semantics (combined with color) to category
910,pictogram数据集569张,TIM截图20200323114823.png,bar chart,height to quantity
911,pictogram数据集569张,TIM截图20200323114827.png,bar chart,unit to quantity
912,pictogram数据集569张,TIM截图20200323114835.png,bar chart,unit to proportion
913,pictogram数据集569张,TIM截图20200323114847.png,number,semantics (combined with color) to category
914,pictogram数据集569张,TIM截图20200323114855.png,block chart,unit to proportion
915,pictogram数据集569张,TIM截图20200323114901.png,block chart,unit to proportion
916,pictogram数据集569张,TIM截图20200323114905.png,block chart,height filled with color to proportion
917,pictogram数据集569张,TIM截图20200323114919.png,block chart,height filled with color to proportion
918,pictogram数据集569张,TIM截图20200323114939.png,bar chart,semantics (combined with color) to category
919,pictogram数据集569张,TIM截图20200323114943.png,area,area to quantity
920,pictogram数据集569张,TIM截图20200323114950.png,block chart,unit to proportion
921,pictogram数据集569张,TIM截图20200323114955.png,block chart,unit to proportion
922,pictogram数据集569张,TIM截图20200323114959.png,block chart,unit to proportion
923,pictogram数据集569张,TIM截图20200323115008.png,block chart,unit to quantity
924,pictogram数据集569张,TIM截图20200323115014.png,circle,semantics (combined with color) to category
925,pictogram数据集569张,TIM截图20200323115021.png,number,semantics (combined with color) to category
926,pictogram数据集569张,TIM截图20200323115047.png,bar chart,semantics (combined with color) to category
927,pictogram数据集569张,TIM截图20200323115103.png,number,semantics (combined with color) to category
928,pictogram数据集569张,TIM截图20200323115108.png,number,semantics (combined with color) to category
929,pictogram数据集569张,TIM截图20200323115142.png,block chart,unit to proportion
930,pictogram数据集569张,TIM截图20200323115146.png,area,area to quantity
931,pictogram数据集569张,TIM截图20200323115215.png,number,semantics (combined with color) to category
932,pictogram数据集569张,TIM截图20200323115235.png,number,semantics (combined with color) to category
933,pictogram数据集569张,TIM截图20200323115243.png,block chart,height filled with color to proportion
934,pictogram数据集569张,TIM截图20200323115249.png,number,semantics (combined with color) to category
935,pictogram数据集569张,TIM截图20200323115259.png,number,semantics (combined with color) to category
936,pictogram数据集569张,TIM截图20200323115345.png,block chart,unit to proportion
937,pictogram数据集569张,TIM截图20200323115353.png,block chart,height to quantity
938,pictogram数据集569张,TIM截图20200323115358.png,block chart,unit to proportion
939,pictogram数据集569张,TIM截图20200323115402.png,bar chart,semantics (combined with color) to category
940,pictogram数据集569张,TIM截图20200323115409.png,block chart,unit to quantity
941,pictogram数据集569张,TIM截图20200323115415.png,bar chart,height filled with color to proportion
942,pictogram数据集569张,TIM截图20200323115447.png,bar chart,semantics (combined with color) to category
943,pictogram数据集569张,TIM截图20200323115503.png,block chart,height filled with color to proportion
944,pictogram数据集569张,TIM截图20200323115514.png,block chart,unit to proportion
945,pictogram数据集569张,TIM截图20200323115527.png,bar chart,height filled with color to proportion
946,pictogram数据集569张,TIM截图20200323115537.png,block chart,unit to proportion
947,pictogram数据集569张,TIM截图20200323115541.png,block chart,unit to quantity
948,pictogram数据集569张,TIM截图20200323115548.png,number,semantics (combined with color) to category
949,pictogram数据集569张,TIM截图20200323115609.png,circle,semantics (combined with color) to category
950,pictogram数据集569张,TIM截图20200323115628.png,number,semantics (combined with color) to category
951,pictogram数据集569张,TIM截图20200323115705.png,circle,semantics (combined with color) to category
952,pictogram数据集569张,TIM截图20200323115714.png,number,semantics (combined with color) to category
953,pictogram数据集569张,TIM截图20200323115718.png,number,semantics (combined with color) to category
954,pictogram数据集569张,TIM截图20200323115723.png,block chart,unit to proportion
955,pictogram数据集569张,TIM截图20200323115727.png,number,semantics (combined with color) to category
956,pictogram数据集569张,TIM截图20200323115739.png,block chart,unit to proportion
957,pictogram数据集569张,TIM截图20200323115753.png,block chart,unit to proportion
958,pictogram数据集569张,TIM截图20200323115758.png,block chart,unit to proportion
959,pictogram数据集569张,TIM截图20200323115808.png,block chart,unit to proportion
960,pictogram数据集569张,TIM截图20200323115817.png,block chart,unit filled with color to proportion
961,pictogram数据集569张,TIM截图20200323115830.png,bar chart,semantics (combined with color) to category
962,pictogram数据集569张,TIM截图20200323115846.png,bar chart,semantics (combined with color) to category
963,pictogram数据集569张,TIM截图20200323115906.png,bar chart,semantics (combined with color) to category
964,pictogram数据集569张,TIM截图20200323115914.png,bar chart,semantics (combined with color) to category
965,pictogram数据集569张,TIM截图20200323115920.png,number,semantics (combined with color) to category
966,pictogram数据集569张,TIM截图20200323115924.png,bar chart,height filled with color to proportion
967,pictogram数据集569张,TIM截图20200323115958.png,number,semantics (combined with color) to category
968,pictogram数据集569张,TIM截图20200323120002.png,number,unit to quantity
969,pictogram数据集569张,TIM截图20200323120029.png,map,unit to quantity
970,pictogram数据集569张,TIM截图20200323120043.png,block chart,unit to proportion
971,pictogram数据集569张,TIM截图20200323120055.png,number,semantics (combined with color) to category
972,pictogram数据集569张,TIM截图20200323120109.png,bar chart,unit to proportion
973,pictogram数据集569张,TIM截图20200323120133.png,block chart,height filled with color to proportion
974,pictogram数据集569张,TIM截图20200323120154.png,block chart,unit to proportion
975,pictogram数据集569张,TIM截图20200323120158.png,number,semantics (combined with color) to category
976,pictogram数据集569张,TIM截图20200323120203.png,block chart,unit to proportion
977,pictogram数据集569张,TIM截图20200323120210.png,block chart,unit to proportion
978,pictogram数据集569张,TIM截图20200323120216.png,bar chart,unit to proportion
979,pictogram数据集569张,TIM截图20200323120220.png,bar chart,unit to proportion
980,pictogram数据集569张,TIM截图20200323120225.png,bar chart,unit to proportion
981,pictogram数据集569张,TIM截图20200323120239.png,number,semantics (combined with color) to category
982,pictogram数据集569张,TIM截图20200323120246.png,block chart,height filled with color to proportion
983,pictogram数据集569张,TIM截图20200323120257.png,number,semantics (combined with color) to category
984,pictogram数据集569张,TIM截图20200323120311.png,area,area to quantity
985,pictogram数据集569张,TIM截图20200323120320.png,block chart,unit to proportion
986,pictogram数据集569张,TIM截图20200323120325.png,block chart,unit to proportion
987,pictogram数据集569张,TIM截图20200323120330.png,block chart,unit to proportion
988,pictogram数据集569张,TIM截图20200323120343.png,area,area to quantity
989,pictogram数据集569张,TIM截图20200323120356.png,area,area to quantity
990,pictogram数据集569张,TIM截图20200323120401.png,number,semantics (combined with color) to category
991,pictogram数据集569张,TIM截图20200323120501.png,number,semantics (combined with color) to category
992,pictogram数据集569张,TIM截图20200323120517.png,block chart,height filled with color to proportion
993,pictogram数据集569张,TIM截图20200323120526.png,circle,semantics (combined with color) to category
994,pictogram数据集569张,TIM截图20200323120541.png,block chart,height filled with color to proportion
995,pictogram数据集569张,TIM截图20200323120545.png,circle,semantics (combined with color) to category
996,pictogram数据集569张,TIM截图20200323120620.png,number,semantics (combined with color) to category
997,pictogram数据集569张,TIM截图20200323120628.png,number,semantics (combined with color) to category
998,pictogram数据集569张,TIM截图20200323120638.png,area,area to quantity
999,pictogram数据集569张,TIM截图20200323120649.png,block chart,unit filled with color to proportion
1000,pictogram数据集569张,TIM截图20200323120656.png,block chart,unit to quantity
1001,pictogram数据集569张,TIM截图20200323120701.png,area,area to quantity
1002,pictogram数据集569张,TIM截图20200323120713.png,area,area to quantity
1003,pictogram数据集569张,TIM截图20200323120724.png,block chart,unit filled with color to proportion
1004,pictogram数据集569张,TIM截图20200323120731.png,block chart,height filled with color to proportion
1005,pictogram数据集569张,TIM截图20200323120745.png,area,area to quantity
1006,pictogram数据集569张,TIM截图20200323120800.png,block chart,height filled with color to proportion
1007,pictogram数据集569张,TIM截图20200323120804.png,block chart,unit to proportion
1008,pictogram数据集569张,TIM截图20200323120810.png,block chart,unit to proportion
1009,pictogram数据集569张,TIM截图20200323120815.png,block chart,unit to proportion
1010,pictogram数据集569张,TIM截图20200323120819.png,block chart,unit to proportion
1011,pictogram数据集569张,TIM截图20200323120824.png,block chart,unit to proportion
1012,pictogram数据集569张,TIM截图20200323120832.png,block chart,unit filled with color to proportion
1013,pictogram数据集569张,TIM截图20200323120849.png,number,semantics (combined with color) to category
1014,pictogram数据集569张,TIM截图20200323120853.png,number,semantics (combined with color) to category
1015,pictogram数据集569张,TIM截图20200323120904.png,block chart,unit to quantity
1016,pictogram数据集569张,TIM截图20200323120916.png,block chart,unit to proportion
1017,pictogram数据集569张,TIM截图20200323120922.png,line chart,semantics (combined with color) to category
1018,pictogram数据集569张,TIM截图20200323120942.png,block chart,unit filled with color to proportion
1019,pictogram数据集569张,TIM截图20200323120950.png,area,area to quantity
1020,pictogram数据集569张,TIM截图20200323121003.png,block chart,height filled with color to proportion
1021,pictogram数据集569张,TIM截图20200323121008.png,block chart,unit to proportion
1022,pictogram数据集569张,TIM截图20200323121018.png,block chart,height filled with color to proportion
1023,pictogram数据集569张,TIM截图20200323121023.png,block chart,unit to proportion
1024,pictogram数据集569张,TIM截图20200323121028.png,block chart,height filled with color to proportion
1025,pictogram数据集569张,TIM截图20200323121033.png,block chart,height filled with color to proportion
1026,pictogram数据集569张,TIM截图20200323121040.png,block chart,unit to proportion
1027,pictogram数据集569张,TIM截图20200323121140.png,block chart,semantics (combined with color) to category
1028,pictogram数据集569张,TIM截图20200323121148.png,block chart,semantics (combined with color) to category
1029,pictogram数据集569张,TIM截图20200323121203.png,number,semantics (combined with color) to category
1030,pictogram数据集569张,TIM截图20200323121208.png,block chart,semantics (combined with color) to category
1031,pictogram数据集569张,TIM截图20200323121214.png,block chart,semantics (combined with color) to category
1032,pictogram数据集569张,TIM截图20200323121229.png,number,semantics (combined with color) to category
1033,pictogram数据集569张,TIM截图20200323121233.png,number,semantics (combined with color) to category
1034,pictogram数据集569张,TIM截图20200323121243.png,number,semantics (combined with color) to category
1035,pictogram数据集569张,TIM截图20200323121327.png,block chart,height filled with color to proportion
1036,pictogram数据集569张,TIM截图20200323121333.png,bar chart,semantics (combined with color) to category
1037,pictogram数据集569张,TIM截图20200323121346.png,block chart,unit to proportion
1038,pictogram数据集569张,TIM截图20200323121354.png,circle,semantics (combined with color) to category
1039,pictogram数据集569张,TIM截图20200323121358.png,circle,semantics (combined with color) to category
1040,pictogram数据集569张,TIM截图20200323121402.png,circle,semantics (combined with color) to category
1041,pictogram数据集569张,TIM截图20200323121406.png,circle,semantics (combined with color) to category
1042,pictogram数据集569张,TIM截图20200323121411.png,circle,semantics (combined with color) to category
1043,pictogram数据集569张,TIM截图20200323121418.png,area,area to quantity
1044,pictogram数据集569张,TIM截图20200323121429.png,circle,semantics (combined with color) to category
1045,pictogram数据集569张,TIM截图20200323121442.png,number,semantics (combined with color) to category
1046,pictogram数据集569张,TIM截图20200323121447.png,bar chart,unit to quantity
1047,pictogram数据集569张,TIM截图20200323121452.png,bar chart,unit to quantity
1048,pictogram数据集569张,TIM截图20200323121458.png,bar chart,height filled with color to proportion
1049,pictogram数据集569张,TIM截图20200323121513.png,bar chart,semantics (combined with color) to category
1050,pictogram数据集569张,TIM截图20200323121525.png,bar chart,height to quantity
1051,pictogram数据集569张,TIM截图20200323121531.png,circle,semantics (combined with color) to category
1052,pictogram数据集569张,TIM截图20200323121535.png,circle,semantics (combined with color) to category
1053,pictogram数据集569张,TIM截图20200323121539.png,bar chart,semantics (combined with color) to category
1054,pictogram数据集569张,TIM截图20200323121545.png,bar chart,unit to proportion
1055,pictogram数据集569张,TIM截图20200323121550.png,block chart,unit to proportion
1056,pictogram数据集569张,TIM截图20200323121601.png,block chart,semantics (combined with color) to category
1057,pictogram数据集569张,TIM截图20200323121611.png,circle,semantics (combined with color) to category
1058,pictogram数据集569张,TIM截图20200323121625.png,bar chart,semantics (combined with color) to category
1059,pictogram数据集569张,TIM截图20200323121631.png,area,area to quantity
1060,pictogram数据集569张,TIM截图20200323121635.png,block chart,height filled with color to proportion
1061,pictogram数据集569张,TIM截图20200323121653.png,bar chart,semantics (combined with color) to category
1062,pictogram数据集569张,TIM截图20200323121658.png,bar chart,height to quantity
1063,pictogram数据集569张,TIM截图20200323121705.png,block chart,height filled with color to proportion
1064,pictogram数据集569张,TIM截图20200323121711.png,block chart,unit filled with color to proportion
1065,pictogram数据集569张,TIM截图20200323121716.png,tree and graph,semantics (combined with color) to category
1066,pictogram数据集569张,TIM截图20200323121722.png,bar chart,height filled with color to proportion
1067,pictogram数据集569张,TIM截图20200323121728.png,area,area to quantity
1068,pictogram数据集569张,TIM截图20200323121733.png,block chart,unit to proportion
1069,pictogram数据集569张,TIM截图20200323121737.png,number,semantics (combined with color) to category
